Apellido Paterno,Apellido Materno,Nombre,Nivel,Institución de Adscripción,Área del Conocimiento
AMADOR,MUÑOZ,OMAR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AMADOR,BECH,JULIO ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AMARO,ROSALES,MARCELA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AMATO,MARTINEZ,JOSE DANTE,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
AMATTO,CUÑA,ALEJANDRA GIOVANNA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AMAYA,TAPIA,ALEJANDRO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AMAYA,NAVARRO,MARIA AMALIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AMAYA,HERNANDEZ,ADRIANA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AMBROSIO,HERNANDEZ,JAVIER ROLANDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AMBROSIO,MORALES,MARIA TERESA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AMESCUA,CHAVEZ,CRISTINA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AMEZCUA,MARTINEZ,FELIPE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
AMEZQUITA,VALENCIA,MANUEL JOSE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AMOZURRUTIA,DE MARIA Y CAMPOS,JOSE ANTONIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ANAYA,ORTEGA,NESTOR IVAN,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANAYA,FERREIRA,NAIR MARIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ANAYA,Y DURAND,ISAIAS ALEJANDRO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ANDRACA,GOMEZ,ADRIANA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANDRADE,CETTO,ADOLFO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ANDRADE,IBARRA,EDUARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANDRADE,PALOS,PATRICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ANDRESEN,sin apellido Materno,ELLEN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ANGEL,AMBROCIO,ANTONIO HUMBERTO,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
ANGELES,LOPEZ,GUADALUPE ESTHER,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ANGELES,ANGUIANO,ENRIQUE RAMON,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ANGELES,CAMACHO,CESAR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ANGELES,CASTELLANOS,ALBERTO MANUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
ANGLES,HERNANDEZ,MARISOL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ANGUIANO,SERRANO,ROCIO BRENDA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
ANGULO,BALLESTEROS,MARCO TULIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANSOLABEHERE,sin apellido Materno,KARINA MARIELA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ANTAL,FODROCZY,EDIT,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ANTARAMIAN,SALAS,ANAID,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ANTILLON,DIAZ,ARMANDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANTOLIN,CAMARENA,OMAR,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANTONYAN,sin apellido Materno,SERGEY,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANTUNEZ,GARCIA,JOEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ANZALDUA,ARCE,SANTIAGO RENE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
APARICIO,RAMIREZ,MARIANA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
APATIGA,CASTRO,LUIS MIGUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
APPENDINI,ALBRECHTSEN,CHRISTIAN MARIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARAGON,MARTINEZ,ANDRES,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
ARAGON,CALVO,MIGUEL ANGEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARAGON,VERA,JOSE LUIS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARAGON,ANDRADE,FELIPE ORLANDO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARAGONES,CASTAÑER,ANA MARIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARAIZA,OLIVERA TORO,DANIELA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARAMBURO,DE LA HOZ,CARLOS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARANCIBIA,BULNES,CAMILO ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ARANDA,GOMEZ,JOSE JORGE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARANGO,GALVAN,CLAUDIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARAUJO,PARDO,MARTHA GABRIELA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARCE,SALDAÑA,JOSE LUIS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARCEGA,CABRERA,FLOR ELISA DEL ROSARIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARCEO,CARRANZA,DANIEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARCHUNDIA,PERALTA,DENISSE,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARCINIEGA,CASTRO,MARCELINO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARCINIEGA,CEBALLOS,MARIA ALEJANDRA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARCINIEGAS,ARCINIEGAS,AMIRA DE LA ROSA ELIZABET,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARCOS,RAMOS,RAFAEL OMAR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARDITI,KARLIK,BENJAMIN MAURICIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARELLANES,ARELLANES,FRANCISCO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARELLANO,AGUILAR,RODOLFO OMAR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARELLANO,GONZALEZ,MIGUEL ANGEL,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARELLANO,OSTOA,ROGELIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARELLANO,SANCHEZ,JOSE REFUGIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARELLANO,FERRO,ARMANDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARELLANO,TORRES,ELSA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARENA,ORTIZ,MARIA LETICIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARENAS,ARROCENA,MA. CONCEPCION,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARENAS,SOSA,IVAN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
ARENAS,ALATORRE,JESUS ANGEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARENAS,LANDGRAVE,PAULINA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AREVALO,SALAS,ALMA ROSA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARGANIS,JUAREZ,MARITZA LILIANA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARGUELLO,MANRESA,GEMMA DEL CARMEN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARGUETA,VILLAMAR,JORGE ARTURO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARIAS,ALVAREZ,ANA BRIGIDA CLORINDA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARIAS,TELLEZ,JOSE LUIS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARIAS,ROMERO,LUIS ENRIQUE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARIAS,ORTIZ,CARLOS FEDERICO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARIAS,MONTES,ANGEL SALVADOR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
ARIAS,GUZMAN,ERICKA JUDITH,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARIAS,ALVAREZ,BEATRIZ,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARIAS,TREJO,NATALIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARIMURA,sin apellido Materno,RIE,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARITA,WATANABE,HECTOR TAKESHI,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARIZA,sin apellido Materno,MARINA EMILIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARIZMENDI,ARRIAGA,MARIA DEL CORO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARIZMENDI,PEIMBERT,HUGO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARMIENTA,HERNANDEZ,MARIA AURORA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARNAL,SIMON,LUIS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARNAU,DELGADO,ORIOL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ARNOLD,HERNANDEZ,EDITH,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AROCA,BISQUERT,FUENSANTA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AROCHA,PEREZ,JORGE LUIS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARREDONDO,ZAMARRIPA,DAVID,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
ARREGUIN,LOZANO,BARBARIN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARREGUIN,ESPINOSA DE LOS MONTEROS,ROBERTO ALEJANDRO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARREOLA,AYALA,JOSE DE LA LUZ ALVARO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARRIAGA,ALBA,MYRIAM,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
ARROYAVE,GUTIERREZ,JAIRO ANDRES,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARROYO,RODRIGUEZ,VICTOR,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARROYO,BELMONTE,ROCIO,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ARROYO,CAMACHO,GERMAN AUBIN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARROYO,LEMUS,ELSA MINERVA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARROYO,HERNANDEZ,ROSALINDA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARTEAGA,PEREZ,MARCO ANTONIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ARTHIKALA,sin apellido Materno,MANOJKUMAR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
ARTHUR,sin apellido Materno,SARAH JANE,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ARTIGAS,HERNANDEZ,JUAN BENITO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARTIGAS,ALBARELLI,IRENE MARIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARZAPALO,MARIN,HEVER RAMON,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ARZATE,sin apellido Materno,HIGINIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
ARZATE,FLORES,JORGE ARTURO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ASCANIO,GASCA,GABRIEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ASCENCIO,FRANCO,GABRIEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
ASCENCIO,AGUIRRE,FRANCISCO MIGUEL,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ASTIER,CALDERON,MARTA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
ASTORGA,ALMANZA,LUIS ALEJANDRO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ASTUDILLO,MOYA,MARCELA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ASTUDILLO,REYES,CESAR IVAN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ASUAD,SANEN,NORMAND EDUARDO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
ATAKISHIYEV,sin apellido Materno,NATIG,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
ATENCIA,LINARES,PALOMA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AUVINET,GUICHARD,GABRIEL YVES ARMAND,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
AUVYNET,Sin apellido Materno,CONSTANCE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AVELLA,ALAMINOS,DIANA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVELLAN,LOPEZ,DENIS RAMON,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVENDAÑO,ALEJO,MAXIMINO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVILA,ZARRAGA,JOSE GUSTAVO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AVILA,ACEVEDO,JOSE GUILLERMO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AVILA,COSTA,MARIA ROSA DE LOURDES,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AVILA,CABADILLA,LUIS DANIEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AVILA,ARCOS,MARIA DEL CARMEN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AVILA,GONZALEZ,ERNESTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
AVILA,FOUCAT,VERONIQUE,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AVILA,GARCIA,PATRICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AVILA,SANCHEZ,HECTOR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AVILA,TORRES,ENRIQUE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVILA,REESE,VLADIMIR ANTON,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVILA,RODRIGUEZ,MIGUEL ANGEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVILA,FOUCAT,REMY FERNAND,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AVILA,SANTIBAÑEZ,RAUL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AVILA,RUEDA,ALFREDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AVILA,GARCIA,VIRGINIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AVILA,BECERRIL,SOFIA MAGDALENA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
AVILA,RAMIREZ,GUILLERMINA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
AVILA,MORENO,FEDERICO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
AYALA,ESCOBAR,MARIA ELENA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AYALA,BARAJAS,RICARDO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
AYALA,ACEVES,MARCELA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
AYALA,BLANCO,FERNANDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AYALA,MERCADO,JOSE ALEJANDRO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AYALA,BLANCO,JORGE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AYALA,MILIAN,AMADO GUSTAVO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: INGENIERÍAS
AYALA,GUERRERO,FRUCTUOSO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: MEDICINA Y CIENCIAS DE LA SALUD
AZANZA,RICARDO,CRISTY LEONOR,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
AZUELA,DE LA CUEVA,ANTONIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AZUELA,BERNAL,LUZ FERNANDA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
AZUELA,DE LA CUEVA,ALICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
AZUELA,BERNAL,MARIA CRISTINA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
BAEZ,SALDAÑA,ARMIDA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: BIOLOGÍA Y QUÍMICA
BAEZ,CARLOS,ADRIANA DEL ROSARIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: CIENCIAS SOCIALES
BAEZ,Y MACIAS,EDUARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
